"DISTR.1" "BLACK" "NBHISP" "GRADE" "SLFHLTH" "SLFWGHT" "WORKHARD" "GOODQUAL" "PHYSFIT" "PROUD" "LIKESLF" "ACCEPTED" "FEELLOVD" "DIET" "DISTR.2"
"1456" 0.26 0 0 7 3 3 2 2 2 3 3 4 3 0 0.11
"1457" 0.74 0 1 9 2 4 3 2 3 2 1 3 1 0 1.22
"1458" 0.32 0 0 11 2 3 2 2 2 4 4 2 3 0 0.7
"1459" 0.16 1 0 11 2 4 2 1 1 1 3 1 1 1 0.22
"1460" 0.05 0 1 9 3 3 1 1 2 1 1 2 2 0 0.3
"1461" 0.53 0 0 11 1 4 4 2 2 2 3 4 3 1 1.05
"1462" 0.79 0 0 8 4 5 3 2 4 2 1 4 4 0 0.79
"1463" 0.37 0 1 8 4 3 2 1 3 2 3 2 1 0 0.52
"1464" 1.68 0 0 9 4 4 2 3 4 4 4 5 4 0 1.03
"1465" 0.74 0 1 10 2 3 1 2 1 2 2 1 2 0 0.08
"1466" 0.47 0 0 11 2 3 1 2 3 2 2 1 2 0 0.26
"1467" 0.63 0 0 9 3 5 1 4 3 3 4 3 3 0 0.94
"1468" 0.42 0 0 7 2 3 4 2 1 1 1 2 2 0 0.33
"1469" 0.05 0 0 10 1 4 2 1 2 1 1 2 1 0 0.31
"1470" 0.16 0 0 8 4 4 1 1 3 1 2 1 1 0 0.37
"1471" 1.21 0 0 7 3 4 5 2 4 2 3 2 2 0 0.72
"1472" 0.16 0 0 9 2 4 2 1 1 1 2 1 1 0 0.33
"1473" 0.79 1 0 9 2 4 3 1 2 2 3 2 2 0 0.95
"1474" 0.84 0 0 10 1 1 4 2 2 2 1 1 1 0 0.52
"1475" 0.47 0 1 8 3 4 2 1 2 2 1 1 2 1 0.23
"1476" 0.26 0 0 11 3 3 3 2 2 2 1 2 3 0 0.26
"1477" 0.74 0 0 10 3 3 3 2 3 2 3 3 2 0 0.59
"1478" 0.74 1 0 10 1 3 2 1 3 1 1 2 1 0 0.68
"1479" 1.32 1 0 11 2 3 5 1 3 2 2 2 2 0 1.33
"1480" 0.63 0 0 7 2 3 1 2 2 2 1 3 1 0 0.65
"1481" 0.84 1 0 8 1 4 2 1 1 1 1 1 1 0 1.49
"1482" 0.53 0 0 7 2 4 2 2 3 1 3 2 1 0 0.32
"1483" 0.89 0 1 10 2 3 2 1 1 2 1 4 3 0 0.82
"1484" 0.79 0 0 11 3 3 2 2 2 2 2 2 1 0 0.19
"1485" 0.16 0 1 7 1 2 1 1 2 1 1 2 1 0 0.31
"1486" 1 0 1 7 2 3 2 2 3 2 1 2 1 0 1.72
"1487" 0.37 1 0 9 2 3 1 2 2 3 3 2 2 0 0.1
"1488" 0 0 1 11 2 5 1 1 2 1 1 1 1 1 0.03
"1489" 1.26 0 0 9 2 3 2 2 2 2 2 2 2 0 0.8
"1490" 0 0 0 8 1 3 2 1 1 1 1 1 1 0 0.09
"1491" 0.37 0 0 7 3 5 2 2 4 2 4 3 2 0 0.35
"1492" 0.58 0 1 10 1 3 3 2 3 2 1 2 2 0 1.05
"1493" 0.05 0 0 11 3 2 1 2 3 1 2 1 2 0 0.17
"1494" 1.21 1 0 10 4 2 1 2 1 2 2 2 2 0 0.47
"1495" 0.37 0 0 8 3 3 3 1 2 1 1 2 1 0 0.16
"1496" 0.16 0 0 8 2 2 2 1 1 1 2 1 1 0 0.08
"1497" 0.32 1 0 10 1 3 2 1 2 1 1 2 1 0 0.16
"1498" 1 0 0 7 2 2 2 2 2 4 3 3 3 0 1.01
"1499" 0.21 0 0 8 2 3 1 2 2 2 2 2 2 1 0.34
"1500" 1.37 0 0 9 1 5 2 1 3 2 2 3 1 1 1.7
"1501" 0.74 0 0 10 4 4 2 2 4 3 3 3 5 1 0.76
"1502" 0.26 0 1 11 2 4 1 1 2 1 1 4 2 0 1.33
"1503" 0.68 1 0 9 1 2 2 1 1 1 1 1 1 0 0.49
"1504" 0.42 1 0 11 1 3 2 2 1 2 3 2 2 0 0.29
"1505" 0.95 1 0 10 3 2 1 2 2 2 1 2 2 0 0.64
"1506" 0.68 1 0 10 3 3 1 2 2 1 1 2 2 0 0.39
"1507" 0.11 0 0 8 1 4 1 2 2 2 2 1 1 0 0.25
"1508" 0 0 0 9 1 2 2 2 1 2 1 1 1 0 0.04
"1509" 1.16 1 0 11 3 3 2 1 3 1 2 1 2 0 0.85
"1510" 0.79 1 0 8 3 3 1 2 2 1 2 2 2 0 0.53
"1511" 0.11 0 0 11 2 3 2 2 2 1 2 1 1 0 0.2
"1512" 1.63 1 0 7 3 4 2 3 4 3 4 5 4 0 1.09
"1513" 0.63 1 0 9 2 4 2 1 2 2 4 4 2 0 0.86
"1514" 0.63 1 0 11 2 4 3 2 3 2 2 2 2 0 1.12
"1515" 0.47 0 0 7 3 3 2 2 2 2 4 2 1 1 0.31
"1516" 0.95 0 0 11 2 2 2 2 2 2 2 2 1 1 0.02
"1517" 0.53 0 0 10 3 3 1 1 2 1 2 1 1 0 1.15
"1518" 0.42 1 0 9 3 3 2 2 2 1 1 2 2 0 0.49
"1519" 0.63 0 0 10 2 3 2 2 2 2 2 2 2 0 0.4
"1520" 0.53 1 0 9 2 3 2 2 3 2 3 2 2 0 0.01
"1521" 1.16 1 0 7 1 3 2 2 1 1 2 1 1 0 0.86
"1522" 1.58 0 0 10 3 3 1 2 2 2 2 3 2 0 1.16
"1523" 0.16 0 0 9 2 3 2 2 2 2 2 4 2 0 0.38
"1524" 0.68 0 0 11 2 3 1 1 3 1 2 2 2 0 0.27
"1525" 0.11 1 0 9 1 3 2 1 1 1 1 1 1 0 0.29
"1526" 0.16 0 0 10 3 3 3 2 1 1 2 1 1 0 0.55
"1527" 0.58 0 1 8 4 4 3 2 3 2 2 2 1 0 0.39
"1528" 0.26 0 0 9 2 4 2 1 2 2 4 1 1 1 0.15
"1529" 1.68 0 0 7 3 3 2 1 2 1 3 1 1 0 1.66
"1530" 0.89 1 0 8 4 4 3 2 3 2 4 4 2 0 0.63
"1531" 1.58 0 0 9 2 3 1 2 1 2 1 1 1 0 0.64
"1532" 0.74 0 0 7 4 4 2 2 4 2 2 4 2 0 0.71
"1533" 0.79 1 0 11 3 5 2 1 4 2 2 1 2 0 1.97
"1534" 0.95 1 0 10 2 4 1 2 2 2 3 2 2 0 1.37
"1535" 0.16 0 0 9 2 3 2 1 2 1 1 2 2 0 0.43
"1536" 1.32 0 1 10 2 4 2 2 3 3 2 4 3 1 0.66
"1537" 2.37 0 1 11 2 3 3 2 4 3 3 3 2 1 1.03
"1538" 0.74 0 0 10 3 3 2 4 3 4 3 4 3 0 1.22
"1539" 0.42 0 0 9 2 3 3 2 1 2 2 2 2 0 0.63
"1540" 0.58 0 1 11 2 4 3 2 2 3 3 3 3 0 0.46
"1541" 0.05 0 0 7 2 4 2 2 2 2 2 1 1 0 0
"1542" 0.37 1 0 7 2 4 1 1 2 1 2 1 1 1 0.18
"1543" 0.42 0 0 11 2 3 4 1 2 2 3 2 2 1 0.58
"1544" 0.53 0 0 9 1 2 2 1 1 1 1 1 1 0 0.3
"1545" 0.89 0 0 8 3 5 2 1 3 1 2 3 1 1 0.56
"1546" 0.47 1 0 7 2 3 2 1 2 1 2 1 1 0 0.2
"1547" 0.26 0 0 11 2 3 2 2 2 1 1 1 2 0 0.25
"1548" 0.79 0 0 11 3 4 1 2 3 2 2 4 2 0 1.13
"1549" 0.21 0 0 10 2 3 2 2 2 2 2 3 2 1 0.27
"1550" 0.68 1 0 10 1 2 1 1 2 1 2 1 2 0 0.33
"1551" 0.95 1 0 9 3 4 2 1 3 2 2 3 3 1 1.1
"1552" 0.26 0 0 10 1 3 3 2 1 1 3 2 2 0 0.06
"1553" 0.79 0 0 10 4 4 1 3 3 4 4 4 3 1 1.28
"1554" 1.32 0 1 9 4 3 4 3 3 2 4 2 2 0 2.09
"1555" 1.42 0 0 10 3 4 2 1 2 1 3 2 2 1 0.83
"1556" 1.63 1 0 8 2 4 2 2 3 3 4 4 3 1 1.85
"1557" 0.21 0 0 9 4 3 2 2 2 2 2 2 2 1 0.23
"1558" 0.68 0 0 10 4 4 1 1 4 2 3 2 2 0 1.26
"1559" 0.37 0 0 11 2 3 2 2 1 1 2 2 1 0 0.86
"1560" 1.11 0 0 10 2 4 4 2 2 2 2 3 2 0 1.25
"1561" 0.16 1 0 11 2 3 3 1 1 1 1 2 2 0 0.2
"1562" 0.37 0 0 11 4 4 2 1 3 1 2 2 1 0 0.24
"1563" 0.11 0 0 10 1 4 3 2 2 2 3 2 1 1 0.25
"1564" 0.21 0 0 7 2 3 2 2 2 2 3 2 1 0 0.24
"1565" 0.68 0 0 9 3 3 1 2 3 2 2 2 2 0 1.54
"1566" 0.68 0 0 11 2 3 2 1 2 1 1 1 1 0 0.75
"1567" 0.05 0 0 11 2 4 2 1 2 1 1 2 1 1 0.05
"1568" 0.16 0 0 7 2 4 2 2 3 3 2 2 1 0 0.28
"1569" 0.21 0 1 10 2 3 2 2 2 1 1 1 1 0 0.34
"1570" 0.32 1 0 8 2 4 4 1 3 1 2 1 1 0 0.4
"1571" 0.79 0 0 9 2 4 2 1 1 1 1 1 1 1 0.88
"1572" 0.58 0 0 10 3 4 2 2 3 3 3 4 5 1 2.17
"1573" 0.47 0 0 11 2 4 2 2 2 1 2 2 2 1 0.58
"1574" 0.58 0 0 10 1 3 1 1 1 1 2 2 1 0 0.77
"1575" 0.89 0 0 8 1 4 2 1 1 1 1 1 2 0 0.32
"1576" 0.79 1 0 7 1 2 2 1 2 1 1 1 1 0 0.56
"1577" 1.05 0 0 9 3 4 1 2 2 1 3 1 2 1 0.93
"1578" 0.53 0 1 7 2 3 2 2 2 1 1 2 1 0 0.57
"1579" 0.21 1 0 9 1 3 4 2 2 2 1 2 1 0 0.3
"1580" 0.05 0 0 7 1 2 2 1 1 1 1 1 1 0 0.06
"1581" 1.64 0 0 11 3 4 1 3 4 2 3 4 3 1 0.34
"1582" 0.58 0 1 11 2 4 1 1 2 1 1 2 1 0 0.89
"1583" 1.58 1 0 8 4 3 3 2 2 1 2 2 2 0 0.53
"1584" 0.26 1 0 8 3 4 2 2 1 2 2 1 2 0 1
"1585" 0.42 0 0 7 3 4 1 1 4 1 2 2 1 0 0.62
"1586" 1.26 0 0 10 3 3 5 1 4 2 2 3 3 0 0.85
"1587" 0.32 1 0 8 1 5 1 1 2 1 3 2 1 0 0.64
"1588" 0.47 1 0 10 2 4 2 2 2 1 1 2 2 1 0
"1589" 0.37 0 0 9 2 3 1 2 2 2 4 3 2 0 0.22
"1590" 0.68 1 0 7 2 2 2 1 1 2 1 1 2 0 1.38
"1591" 0.63 1 0 7 2 3 2 1 2 1 1 1 1 1 0.62
"1592" 0.89 0 0 10 1 4 4 3 2 2 4 2 2 0 0.31
"1593" 0.16 1 0 10 1 2 2 1 1 1 1 1 1 0 0.63
"1594" 0.63 0 0 10 3 4 4 1 1 1 1 4 2 1 0.33
"1595" 0.84 0 1 11 2 4 2 2 2 2 2 4 3 0 1.35
"1596" 0.63 0 1 7 4 3 1 2 2 2 2 2 3 0 0.4
"1597" 1 0 0 7 3 4 3 2 3 3 3 4 3 0 1.48
"1598" 1.11 0 1 9 2 3 2 2 3 2 4 2 3 0 0.12
"1599" 0.47 0 0 9 1 4 2 2 2 1 3 2 2 0 0.12
"1600" 0.63 0 0 10 3 4 2 1 3 1 2 3 2 1 0.41
"1601" 0.68 1 0 10 3 2 4 2 1 3 2 1 2 0 0.98
"1602" 0.26 0 1 10 1 3 2 2 2 2 2 3 3 0 0.38
"1603" 0.47 0 1 8 2 4 2 2 2 2 2 1 2 0 0.65
"1604" 1.32 0 1 11 4 3 4 2 4 3 4 4 3 0 0.58
"1605" 0.58 0 0 9 1 4 3 2 2 2 3 1 2 0 0.49
"1606" 1.37 0 0 9 3 3 2 2 2 2 2 2 2 1 0.97
"1607" 0.21 0 0 10 2 3 2 1 3 1 2 3 1 0 0.08
"1608" 0.53 0 0 7 3 4 4 2 3 2 2 3 2 0 0.55
"1609" 0.42 0 0 10 3 4 4 2 3 2 3 4 2 0 0.75
"1610" 0.11 0 0 10 2 2 2 1 2 1 1 2 1 1 0.1
"1611" 1.63 0 0 9 3 4 4 2 3 2 4 2 2 0 0.84
"1612" 0.16 0 0 7 3 3 2 2 2 2 2 1 1 0 0.09
"1613" 0.21 0 0 9 3 3 1 1 2 1 1 1 1 0 0.56
"1614" 0.16 1 0 10 2 3 2 1 2 1 1 1 1 0 0.17
"1615" 0.37 1 0 11 3 2 2 2 1 2 2 1 2 0 0.19
"1616" 0.37 0 0 10 3 4 2 3 3 3 3 5 3 0 0.22
"1617" 0.47 0 0 9 2 3 2 2 2 2 1 2 2 1 0.8
"1618" 0.68 1 0 11 1 3 1 1 1 1 1 1 1 0 1.2
"1619" 0.89 1 0 11 2 4 2 1 2 1 2 2 2 0 0.65
"1620" 0.32 0 0 10 2 3 2 2 2 2 2 2 1 0 0.54
"1621" 1.16 0 1 11 2 3 2 1 2 1 2 1 1 1 2.28
"1622" 2.63 1 0 11 4 3 2 3 4 4 5 5 5 0 1.6
"1623" 0.58 0 0 10 3 3 1 2 3 2 3 2 2 0 0.61
"1624" 1.37 0 1 9 2 3 3 1 2 2 3 1 2 0 0.74
"1625" 0.21 0 1 9 3 4 4 2 3 4 4 4 4 0 0.64
"1626" 0.21 0 1 8 1 3 2 2 1 1 1 1 1 0 0.27
"1627" 0.95 1 0 11 4 3 2 2 3 2 3 1 2 0 1.15
"1628" 0.74 0 0 11 1 3 2 2 2 1 2 2 1 0 0.21
"1629" 0.47 0 0 7 2 4 3 1 2 1 2 2 1 1 0.46
"1630" 0.11 0 0 11 2 4 2 2 5 2 1 3 1 0 0.04
"1631" 1.53 0 0 11 1 5 1 1 2 1 2 4 2 1 1.86
"1632" 0.42 0 0 9 1 3 2 2 3 2 2 2 2 0 0.5
"1633" 0 1 0 8 1 3 1 1 1 1 1 1 1 0 0.09
"1634" 0.58 1 0 11 2 3 2 1 2 1 1 1 1 1 0.25
"1635" 1.68 0 0 7 1 3 3 2 2 2 3 1 2 0 1.63
"1636" 0.21 1 0 10 1 3 4 1 1 1 1 1 1 0 0.56
"1637" 0.63 0 0 10 2 3 1 1 1 1 2 2 2 0 0.14
"1638" 0.68 0 0 7 1 4 1 1 1 1 1 1 1 0 0.29
"1639" 0.26 0 0 7 1 3 1 2 3 1 4 3 1 0 0.19
"1640" 0.37 1 0 7 2 4 2 1 2 2 1 2 1 0 0.19
"1641" 0.47 0 0 9 2 4 3 2 3 2 2 2 2 0 0.84
"1642" 0.47 1 0 9 2 3 4 2 2 1 1 2 1 0 0.39
"1643" 0.26 0 0 9 4 4 2 2 3 2 3 2 2 1 0.52
"1644" 0.53 0 1 9 3 2 2 2 2 2 3 2 2 0 0.32
"1645" 0.58 0 0 10 3 3 2 2 2 3 2 2 3 0 0.79
"1646" 0.74 1 0 8 2 3 3 2 3 2 1 2 2 0 2.1
"1647" 0.11 0 0 7 1 3 2 1 1 1 1 1 1 0 0.06
"1648" 1 0 0 10 3 4 4 2 4 3 3 4 3 0 1.24
"1649" 0.26 0 1 9 2 3 2 2 2 2 3 2 1 0 0.94
"1650" 0.32 0 0 9 3 4 1 1 1 1 1 3 1 0 0.47
"1651" 0.16 0 0 9 2 4 3 2 2 1 2 2 1 0 0.98
"1652" 0.42 0 0 7 4 5 2 2 3 3 2 1 2 0 1.32
"1653" 1.05 1 0 9 2 4 2 2 1 2 1 3 2 0 0.33
"1654" 0.21 0 0 9 1 3 2 2 2 1 1 1 2 0 0.56
"1655" 0.58 0 0 10 3 4 3 3 4 3 2 4 2 0 1.53
"1656" 0.63 0 0 7 3 3 1 3 4 2 3 3 2 0 0.54
"1657" 0.63 0 0 10 1 3 1 2 2 2 2 3 3 0 1.41
"1658" 0.95 0 0 9 3 4 2 2 2 2 2 2 1 1 0.31
"1659" 0.79 0 0 7 2 3 2 2 3 2 2 2 1 0 0.58
"1660" 0.68 0 0 10 2 4 3 2 3 1 3 2 1 0 0.5
"1661" 0.05 0 0 11 3 2 2 1 1 1 1 1 1 0 0.15
"1662" 0.47 0 0 11 2 3 2 1 1 1 1 1 1 0 0.14
"1663" 0.11 0 0 7 2 3 2 2 1 1 2 2 1 0 0.29
"1664" 0.42 0 0 7 2 4 2 2 2 2 2 3 2 0 0.54
"1665" 0.11 0 0 11 2 4 1 2 2 2 2 3 1 1 0.08
"1666" 0.79 0 1 10 3 4 1 2 2 2 2 1 1 0 0.47
"1667" 0.21 0 0 8 1 3 2 2 2 2 2 2 1 0 0.52
"1668" 0.63 0 0 7 2 4 4 2 3 2 3 2 2 1 1.2
"1669" 1.05 0 0 7 3 4 2 3 4 3 4 1 2 0 1.21
"1670" 0.16 0 0 11 2 3 2 2 2 1 2 2 1 0 0.34
"1671" 0.05 0 0 10 2 2 1 1 1 1 1 1 1 0 0.26
"1672" 0.42 1 0 9 4 4 4 2 3 2 2 2 2 0 0.46
"1673" 0.63 0 0 8 3 4 3 2 4 3 4 2 2 0 0.2
"1674" 1 0 0 9 2 3 3 2 2 2 2 3 2 0 1.25
"1675" 0.58 0 0 8 1 3 1 3 2 2 1 3 1 0 0.73
"1676" 0.05 0 0 9 1 4 3 1 2 1 1 1 1 1 0.07
"1677" 0.32 0 0 7 2 4 5 2 2 1 2 2 1 0 0.42
"1678" 0.53 1 0 8 2 4 2 3 2 4 4 4 4 0 0.65
"1679" 1 0 0 7 2 3 2 2 2 2 4 2 2 1 0.73
"1680" 0.11 0 0 11 1 3 1 1 2 1 1 4 1 0 0.39
"1681" 0 0 0 9 1 3 2 1 2 1 1 1 1 0 0.11
"1682" 0.42 0 0 9 2 3 1 2 1 2 1 3 2 0 0.78
"1683" 0.42 0 0 10 3 4 1 4 3 4 3 4 4 1 0.95
"1684" 0.63 1 0 7 3 3 3 1 2 1 1 2 1 0 0.44
"1685" 0.05 0 0 10 1 3 2 1 2 1 2 2 1 1 0.17
"1686" 1 0 0 9 2 3 2 2 2 4 4 4 3 0 0.36
"1687" 1.37 0 0 8 2 3 3 2 3 2 3 2 2 0 0.77
"1688" 0.21 0 0 10 2 4 2 1 2 2 2 3 2 0 0.02
"1689" 0.21 1 0 10 2 3 2 1 2 1 2 2 1 1 0.23
"1690" 0.16 0 0 8 2 3 3 1 1 1 2 2 1 0 0.25
"1691" 0.32 0 0 10 3 4 2 3 3 3 3 3 2 0 0.24
"1692" 0.26 0 0 11 1 3 1 1 1 1 1 1 1 0 0.26
"1693" 1.26 1 0 9 1 4 3 2 2 1 1 1 1 0 0.49
"1694" 0 0 0 7 1 3 2 1 2 1 1 1 1 0 0.09
"1695" 0.84 0 1 11 4 4 2 3 4 3 4 4 4 0 0.95
"1696" 0.63 0 0 8 1 3 2 1 1 2 2 1 1 0 0.95
"1697" 0.58 1 0 9 1 3 1 1 1 1 1 1 1 1 0.85
"1698" 0.68 0 1 11 3 3 2 2 2 2 2 2 2 0 0.1
"1699" 0.89 0 0 10 3 4 2 2 3 2 3 4 2 0 0.94
"1700" 2.26 0 0 9 4 3 3 2 3 2 4 1 2 0 1.37
"1701" 0.26 1 0 8 2 3 2 2 2 1 1 1 1 0 0.63
"1702" 0.89 0 0 9 2 3 3 2 3 3 3 4 3 0 0.95
"1703" 0.11 1 0 11 1 2 2 1 1 1 1 1 1 0 0.24
"1704" 1.11 0 1 7 3 4 2 2 3 2 3 5 4 0 1.56
"1705" 0.16 0 0 11 2 1 2 2 2 1 1 1 1 1 0.19
"1706" 0.79 1 0 8 3 3 2 1 1 1 1 1 1 0 0.6
"1707" 0.37 0 0 9 3 3 2 3 3 2 4 3 3 0 0.7
"1708" 1.47 0 1 10 3 3 1 1 2 2 4 2 3 0 1.54
"1709" 0.42 0 1 7 3 2 1 1 2 1 1 1 2 0 0.88
"1710" 0.21 0 1 10 1 3 2 2 2 2 2 2 2 0 0.14
"1711" 0.26 0 0 7 2 4 2 2 2 2 3 1 1 0 0.71
"1712" 0.11 0 0 7 3 3 2 2 2 2 1 2 1 0 0.19
"1713" 0.53 0 1 10 2 3 3 2 2 2 3 2 2 0 0.28
"1714" 0.58 0 0 9 3 4 2 2 2 2 2 2 2 0 1.73
"1715" 0.95 0 0 9 1 3 1 2 1 2 2 2 2 0 0.75
"1716" 0.47 1 0 8 3 3 5 2 2 2 3 2 1 0 0.72
"1717" 0.68 0 0 10 1 3 2 2 2 1 2 2 1 0 1.33
"1718" 0.74 0 0 8 3 3 2 2 3 3 2 4 4 0 1
"1719" 0.74 0 0 11 2 3 2 2 2 1 2 4 3 1 0.56
"1720" 0.63 0 0 9 2 4 2 2 2 2 2 1 1 0 0.46
"1721" 0.79 0 0 10 1 5 2 2 3 2 4 3 3 1 0.88
"1722" 1.16 0 0 11 4 3 2 2 4 2 2 3 2 0 1.15
"1723" 0.32 0 0 9 4 4 2 2 2 2 2 3 1 0 0.28
"1724" 0.47 1 0 7 1 3 2 2 2 2 1 1 2 0 0.15
"1725" 0.63 1 0 10 1 4 2 2 3 2 1 2 2 0 0.52
"1726" 0.37 0 0 10 2 3 2 2 3 2 4 3 2 0 0.17
"1727" 0.37 0 0 9 2 3 2 2 4 3 3 2 2 0 0.36
"1728" 0.26 0 0 8 2 1 2 1 1 1 2 1 1 0 0.24
"1729" 1.42 0 0 10 4 4 2 3 3 4 3 4 4 1 1.23
"1730" 0.84 0 0 10 2 3 1 1 2 1 2 2 2 0 1
"1731" 0.16 0 1 7 2 3 2 1 1 1 1 1 1 0 0.15
"1732" 0.68 0 0 7 2 3 2 1 2 1 2 2 2 0 0.4
"1733" 0.37 1 0 10 5 4 2 3 4 3 3 3 2 0 0.53
"1734" 0.47 0 0 9 3 3 2 2 2 2 2 1 2 0 0.76
"1735" 0.63 0 0 9 3 3 2 2 4 2 2 2 2 0 0.24
"1736" 0.74 0 0 10 3 5 1 2 3 1 2 3 2 1 0.58
"1737" 0.84 1 0 9 3 3 1 2 3 2 3 3 2 0 0.83
"1738" 0.32 1 0 7 2 3 2 2 1 2 1 1 1 0 0.73
"1739" 0.79 0 0 9 3 4 2 2 3 2 2 3 2 0 0.42
"1740" 1.16 1 0 8 1 3 1 1 1 1 1 1 1 0 1
"1741" 0.84 0 0 11 4 4 3 2 3 2 2 2 2 1 0.92
"1742" 0.26 0 0 7 1 2 2 1 1 1 1 1 1 0 0.28
"1743" 1.11 0 0 8 2 4 2 2 4 2 4 4 2 0 0.92
"1744" 0.26 0 0 11 2 4 1 2 3 1 4 2 2 0 0.68
"1745" 1.42 0 0 9 4 3 3 1 2 2 2 2 2 0 0.27
"1746" 1.53 0 1 8 2 4 1 1 2 1 1 2 1 0 0.5
"1747" 0 0 0 9 1 4 2 2 3 1 1 4 2 1 0.15
"1748" 1.05 0 0 9 1 2 3 2 1 2 2 2 2 0 1.67
"1749" 0.95 1 0 8 3 3 4 2 2 2 2 4 2 0 0.88
"1750" 1.21 1 0 10 3 3 1 2 3 2 3 1 1 0 0.77
"1751" 0.68 0 1 10 3 4 3 2 2 2 2 4 2 0 0.92
"1752" 0.74 1 0 7 3 4 2 1 3 1 1 1 1 0 0.58
"1753" 0.68 1 0 9 1 3 3 2 2 2 3 2 2 0 0.63
"1754" 0.47 0 0 9 2 4 3 3 4 3 3 3 3 1 0.5
"1755" 0.63 0 0 7 4 3 2 2 4 2 2 3 2 0 0.49
"1756" 0.89 0 0 10 2 2 2 2 1 2 2 1 2 0 0.52
"1757" 0.32 0 0 7 3 4 2 2 2 1 4 1 1 1 0.48
"1758" 0.53 1 0 7 2 3 2 2 3 2 2 3 1 0 1.12
"1759" 0.58 0 0 10 3 4 3 2 2 3 3 3 2 0 1.18
"1760" 0.21 0 0 11 1 3 3 1 2 1 1 1 1 0 0.13
"1761" 1.26 0 0 11 1 3 4 2 1 2 3 2 1 0 0.03
"1762" 0.68 0 0 9 2 4 3 2 4 2 3 4 2 0 0.55
"1763" 0.37 0 0 7 2 3 2 2 2 2 1 2 1 0 0.58
"1764" 1.63 0 1 10 4 4 4 3 3 3 3 4 3 0 0.86
"1765" 1.47 0 1 9 2 2 3 2 2 2 2 3 2 0 1.12
"1766" 0.21 0 0 11 1 5 2 2 2 2 2 3 2 1 0.37
"1767" 0.05 0 0 11 1 3 1 1 1 1 1 1 1 0 0.17
"1768" 1.42 0 0 11 3 5 3 1 2 2 2 3 2 1 0.31
"1769" 0.47 0 0 9 2 4 1 2 3 3 3 4 2 0 0.99
"1770" 0.89 0 1 9 3 4 2 2 3 2 2 1 1 1 0.53
"1771" 0.21 0 0 7 3 5 1 1 5 1 4 3 1 1 0.64
"1772" 0.84 0 0 9 2 3 1 1 1 1 2 1 1 0 1.21
"1773" 0.68 0 1 10 3 3 2 2 3 2 2 2 3 0 0.48
"1774" 0.16 1 0 9 3 4 2 2 2 2 1 2 2 0 0.39
"1775" 0.16 1 0 10 2 4 3 2 3 1 2 1 2 0 0.04
"1776" 0.32 0 0 7 2 3 3 3 2 3 1 1 1 0 1.13
"1777" 0.95 1 0 7 2 4 3 2 2 2 2 2 1 0 1.16
"1778" 1 0 0 7 2 3 2 2 2 2 2 2 2 0 1.21
"1779" 0.26 0 0 11 2 4 1 1 5 2 1 2 1 0 0.06
"1780" 0.68 0 0 10 2 3 2 2 3 2 3 2 1 0 1.81
"1781" 0.47 0 0 11 3 5 1 2 4 2 3 4 3 1 0.87
"1782" 0 0 0 7 1 2 2 1 1 1 1 1 1 0 0.06
"1783" 0.68 0 0 9 3 4 2 3 4 3 4 3 3 1 0.37
"1784" 1.16 1 0 11 3 2 3 2 4 2 3 3 2 0 0.93
"1785" 0.58 0 0 9 2 3 2 1 1 2 2 2 1 0 0.77
"1786" 0.53 0 0 9 1 3 2 2 2 2 2 2 2 1 1.11
"1787" 0.26 1 0 9 4 4 2 2 3 3 3 4 2 0 0.94
"1788" 1 0 0 10 2 4 2 3 4 4 4 4 3 1 1
"1789" 0.21 0 0 7 1 4 1 1 2 1 1 1 1 0 0.45
"1790" 0.21 1 0 7 3 3 2 2 2 2 1 2 1 0 0.41
"1791" 0.63 1 0 11 3 2 2 4 3 2 2 3 2 0 1.02
"1792" 0.21 0 0 8 3 4 4 2 3 3 3 4 3 1 0.81
"1793" 0.11 0 0 10 2 4 3 1 2 1 2 1 1 1 0.24
"1794" 0.21 1 0 11 4 4 3 1 3 1 1 1 1 0 0.28
"1795" 0.05 1 0 11 1 2 2 1 1 1 1 1 1 0 0.08
"1796" 0.53 0 0 10 3 3 2 2 2 2 3 1 1 1 0.38
"1797" 1 1 0 11 5 4 1 2 3 1 1 2 2 0 1.27
"1798" 0.53 0 0 10 2 4 1 2 2 1 2 1 1 1 0.61
"1799" 0.63 0 0 10 2 3 1 2 2 2 4 1 1 0 0.82
"1800" 0.68 1 0 9 1 3 1 3 2 1 1 2 1 0 1.01
"1801" 0.16 1 0 8 2 3 3 2 3 1 2 1 1 0 0.41
"1802" 1.89 0 0 7 3 4 1 2 2 2 2 3 2 0 1.16
"1803" 1 0 1 9 2 4 4 1 4 1 3 4 2 0 0.74
"1804" 0.84 0 0 9 1 4 1 1 1 1 2 2 1 1 0.76
"1805" 0.21 0 1 9 3 3 2 2 2 1 2 2 2 0 0.41
"1806" 0.42 0 0 9 3 3 4 1 3 2 3 2 3 0 0.24
"1807" 0.47 0 0 7 1 5 1 1 1 1 3 2 2 0 1.02
"1808" 2.42 0 1 8 1 4 2 3 2 2 3 2 3 0 1.33
"1809" 0.05 0 0 11 2 3 1 1 1 2 2 1 1 0 0.08
"1810" 0.63 0 0 10 3 4 4 2 3 3 3 3 3 0 1.02
"1811" 0.16 0 0 7 2 5 4 2 2 2 3 3 2 1 1.4
"1812" 2.11 0 0 9 1 2 3 1 2 1 1 1 1 0 1.18
